image	author	title	style	description
./images/387.jpg	ALTICHIERO da Zevio	Crucifixion	Fresco	The Crucifixion above the altar extends across three of the five bays of the Chapel of San Giacomo, functioning as an enormous altarpiece. Although rich in anecdotal detail and portrait-like renderings, the fresco does not include the crosses of the two thieves who were crucified with Christ, concentrating instead on the central sacrifice. The cross is set in the foreground of a broadly coherent space which extends in greater and greater depth as it moves to either side, culminating in a hilltop castle on the far right and a firmly rendered and believably scaled pedestrian bridge, city gate, walls, and towers on the far left.
./images/389.jpg	ALTICHIERO da Zevio	Scenes from the Life of St James	Fresco	The Cappella di San Giacomo in the transept of the Basilica di Sant'Antonio was built by the Venetian sculptor and architect Andriolo de'Santi in 1372-76, and it was decorated by Altichiero da Zevio and his workshop.On the west wall above the choir stall, three consecutive scenes depict the Dream of King Ramirez, the Meeting of the Council, and the Battle of Clavijo.
./images/390.jpg	ALTICHIERO da Zevio	King Ramiro Summons the Crown Council	Fresco	In this picture Altichiero inserted portraits of the donor family, as well as portraits of Petrarch and his secretary and pupil Lombardo della Seta.
./images/391.jpg	ALTICHIERO da Zevio	Virgin Being Worshipped by Members of the Cavalli Family	Fresco	Before his stay in Padua, the Veronese painter Altichiero painted frescoes in Verona, including  the votive fresco of the Cavalli family in Sant'Anastasia.Partially ruined by the insertion of a canopied tomb in about 1390, the fresco is the collective votive offering of the Cavalli family from Verona. The men of the family, in armor, are before the Virgin. The family's patron saints accompany the faithful and their nonchalant movements contrast wonderfully with the stiff votive posture of the kneeling knights. The setting is also splendid, showing an imaginary fourteenth-century palace complete with galleries and pavilions.
./images/392.jpg	ALTISSIMO, Cristofano dell'	Alchitrof, Emperor of Ethiopia	Oil on wood	If Alchitrof does not look Ethiopian, it may be because this ancient land extended into present-day Tanzania. He appears at once exotic and fully human, reflecting the age of exploration, during which this painting was made.
./images/393.jpg	ALTISSIMO, Cristofano dell'	Portrait of Christopher Columbus	Oil on canvas	Christopher Columbus (c. 1451-1506) was a navigator, colonizer and explorer whose voyages across the Atlantic Ocean led to general European awareness of the American continents in the Western Hemisphere. This portrait was painted half a century after his death. There are no certain contemporary images of the navigator, who was only one among many when he first set out in ships funded in part by Medici money.
./images/395.jpg	ALTOMONTE, Bartolomeo	The Four Seasons Paying Homage to Chronos	Oil on canvas	This oil sketch is a study for a ceiling fresco in the ceremonial hall of the Neuwartenburg palace near Timelkam/Vocklabruck. The palace was built between 1730-32 by the architect Anton Erhard Martinelli (c. 1684â1747) in honour of Emperor Charles VI, who visited Vocklabruck to go hawking.
./images/396.jpg	ALTOMONTE, Martino	The Immaculate Conception	Oil on canvas	The painting is a modello (an oil study) for a larger altarpiece. It signed bottom right: Martino Altomonte / Fecit 1719.
./images/397.jpg	ALTOMONTE, Martino	Rest on the Flight to Egypt	Oil on canvas	The composition of this painting is close to that of a large altarpiece painted by Altomonte in 1723-24 for high altar of the church of the Carmelites (Karmeliterkirche) in Linz.The painting is signed and dated bottom right: Martino Altomonte / Pinx. Ao. 1737.
./images/407.jpg	AMBERGER, Christoph	Christoph Fugger	Wood	The painting shows the influence of the Florentine Mannerist painters.
./images/410.jpg	AMBERGER, Christoph	Portrait of MatthÃÂ¤us Schwarz	Oil on panel	Breaking away from the usually plain background of German portraits, Amberger here draws upon a compositional structure normally found in Netherlandish painting. He places the sitter in an interior, with a window through which we can see a stormy and mountainous landscape painted in soft blue tones, which become blurred as they recede into the background. The sitter is seated and looks out at the viewer, leaning on the edge of a table. The various objects around him refer to his profession. MatthÃ¤us Schwarz was accountant to the Fugger family, Germany's leading financiers, and was also the author of number of treatises on economics.
./images/411.jpg	AMBERGER, Christoph	Portrait of Felicitas Seiler	Wood	Amberger was a significant Swabian Renaissance portraitist working in Augsburg. He was probably the pupil of Hans Burgkmair and was influenced by Hans Holbein. He made well characterized portraits of scholars, citizens and princes.
./images/412.jpg	AMBERGER, Christoph	Portrait of a Young Man	Oil on wood	Until 1861 the painting was attributed to Hans Holbein the Younger. The picture, showing Venetian innfluences, is a masterpiece of the Renaissance painting in Augsburg. A companion-piece Portrait of a Young Woman is also in the Hermitage.
./images/413.jpg	AMBERGER, Christoph	Portrait of a Young Woman	Oil on wood	This is the companion-piece of the Portrait of a Young Man.
./images/417.jpg	AMERLING, Friedrich von	Rudolf von Arthaber with his Children	Oil on canvas	From 1830 one of the most popular artist in Vienna. The full title of the painting is: Rudolf von Arthaber with his Children, Rudolf, Emilie and Gustav, Looking at the Portrait of their Dead Mother.
./images/418.jpg	AMERLING, Friedrich von	Emperor Franz I of Austria in his Coronation Robes	Oil on canvas	"Amerling was the favourite court painter and from 1830 one of the most popular artist in Vienna. His reputation was based on the life-size portrait of Emperor Franz in 1832. In this portrait the traditional Baroque attributes of a royal portrait are combined with a depiction of ""natural man"". This is what makes the portrait unconventional.Suggested listening (streaming mp3, 11 minutes):Modest Mussorgsky: Boris Godunov, Coronation Scene"
